sent_pair_1,sent_pair_2,tag
"The_DT snow_NN was_VBD stained_VBN with_IN blood_NN ._.
","At_IN a_DT moment_NN when_WRB the_DT outcome_NN of_IN our_PRP$ Revolution_NN was_VBD most_RBS in_IN doubt_NN ,_, the_DT Father_NN of_IN our_PRP$ Nation_NN ordered_VBD these_DT words_NNS be_VB read_VBN to_TO the_DT people_NNS :_:
",F
"At_IN a_DT moment_NN when_WRB the_DT outcome_NN of_IN our_PRP$ Revolution_NN was_VBD most_RBS in_IN doubt_NN ,_, the_DT Father_NN of_IN our_PRP$ Nation_NN ordered_VBD these_DT words_NNS be_VB read_VBN to_TO the_DT people_NNS :_:
"," ''_'' Let_VB it_PRP be_VB told_VBN to_TO the_DT future_JJ world_NN ._.
",F
" ''_'' Let_VB it_PRP be_VB told_VBN to_TO the_DT future_JJ world_NN ._.
","._.
",F
"._.
","that_WDT in_IN the_DT depth_NN of_IN winter_NN ,_, when_WRB nothing_NN but_CC hope_NN and_CC virtue_NN could_MD survive_VB ._.
",F
"that_WDT in_IN the_DT depth_NN of_IN winter_NN ,_, when_WRB nothing_NN but_CC hope_NN and_CC virtue_NN could_MD survive_VB ._.
","._.
",F
"._.
","that_IN the_DT city_NN and_CC the_DT country_NN ,_, alarmed_VBN at_IN one_CD common_JJ danger_NN ,_, came_VBD forth_RB to_TO meet_VB [_SYM it_PRP ]_RB ._.
",F
"that_IN the_DT city_NN and_CC the_DT country_NN ,_, alarmed_VBN at_IN one_CD common_JJ danger_NN ,_, came_VBD forth_RB to_TO meet_VB [_SYM it_PRP ]_RB ._.
","''_'' America_NNP ,_, in_IN the_DT face_NN of_IN our_PRP$ common_JJ dangers_NNS ,_, in_IN this_DT winter_NN of_IN our_PRP$ hardship_NN ,_, let_VB us_PRP remember_VB these_DT timeless_JJ words_NNS ._.
",F
"''_'' America_NNP ,_, in_IN the_DT face_NN of_IN our_PRP$ common_JJ dangers_NNS ,_, in_IN this_DT winter_NN of_IN our_PRP$ hardship_NN ,_, let_VB us_PRP remember_VB these_DT timeless_JJ words_NNS ._.
","With_IN hope_NN and_CC virtue_NN ,_, let_VB us_PRP brave_VB once_RB more_JJR the_DT icy_NN currents_NNS and_CC endure_VB what_WP storms_NNS may_MD come_VB ._.
",T
"With_IN hope_NN and_CC virtue_NN ,_, let_VB us_PRP brave_VB once_RB more_JJR the_DT icy_NN currents_NNS and_CC endure_VB what_WP storms_NNS may_MD come_VB ._.
","Let_VB it_PRP be_VB said_VBN by_IN our_PRP$ children_NNS 's_POS children_NNS that_IN when_WRB we_PRP were_VBD tested_VBN ,_, we_PRP refused_VBD to_TO let_VB this_DT journey_NN end_NN ;_:
",F
"Let_VB it_PRP be_VB said_VBN by_IN our_PRP$ children_NNS 's_POS children_NNS that_IN when_WRB we_PRP were_VBD tested_VBN ,_, we_PRP refused_VBD to_TO let_VB this_DT journey_NN end_NN ;_:
"," that_IN we_PRP did_VBD not_RB turn_VB back_RB ,_, nor_CC did_VBD we_PRP falter_VBP ._.
",F
" that_IN we_PRP did_VBD not_RB turn_VB back_RB ,_, nor_CC did_VBD we_PRP falter_VBP ._.
","And_CC with_IN eyes_NNS fixed_VBN on_IN the_DT horizon_NN and_CC God_NNP 's_POS grace_NN upon_IN us_PRP ,_, we_PRP carried_VBD forth_RB that_IN great_JJ gift_NN of_IN freedom_NN and_CC delivered_VBN it_PRP safely_RB to_TO future_JJ generations_NNS ._.
",F
"And_CC with_IN eyes_NNS fixed_VBN on_IN the_DT horizon_NN and_CC God_NNP 's_POS grace_NN upon_IN us_PRP ,_, we_PRP carried_VBD forth_RB that_IN great_JJ gift_NN of_IN freedom_NN and_CC delivered_VBN it_PRP safely_RB to_TO future_JJ generations_NNS ._.
","Thank_VB you_PRP ._.
",F
"Thank_VB you_PRP ._.
","God_NNP bless_VB you_PRP ,_, and_CC God_NNP bless_VBP the_DT United_NNP States_NNPS of_IN America_NNP ._.
",F
"Thank_VB you_PRP ,_, all_DT ._.
","Chief_NNP Justice_NNP Rehnquist_NNP ,_, President_NNP Carter_NNP ,_, President_NNP Bush_NNP ,_, President_NNP Clinton_NNP ,_, distinguished_VBD guests_NNS ,_, and_CC my_PRP$ fellow_JJ citizens_NNS ._.
",F
"Chief_NNP Justice_NNP Rehnquist_NNP ,_, President_NNP Carter_NNP ,_, President_NNP Bush_NNP ,_, President_NNP Clinton_NNP ,_, distinguished_VBD guests_NNS ,_, and_CC my_PRP$ fellow_JJ citizens_NNS ._.
","The_DT peaceful_JJ transfer_NN of_IN authority_NN is_VBZ rare_JJ in_IN history_NN ,_, yet_RB common_JJ in_IN our_PRP$ country_NN ._.
",F
"The_DT peaceful_JJ transfer_NN of_IN authority_NN is_VBZ rare_JJ in_IN history_NN ,_, yet_RB common_JJ in_IN our_PRP$ country_NN ._.
","With_IN a_DT simple_JJ oath_NN ,_, we_PRP affirm_VBP old_JJ traditions_NNS and_CC make_VB new_JJ beginnings_NNS ._.
",F
"With_IN a_DT simple_JJ oath_NN ,_, we_PRP affirm_VBP old_JJ traditions_NNS and_CC make_VB new_JJ beginnings_NNS ._.
","As_IN I_PRP begin_VBP ,_, I_PRP thank_VBP President_NNP Clinton_NNP for_IN his_PRP$ service_NN to_TO our_PRP$ Nation_NNP ,_, and_CC I_PRP thank_VBP Vice_NNP President_NNP Gore_NNP for_IN a_DT contest_NN conducted_VBN with_IN spirit_NN and_CC ended_VBN with_IN grace_NN ._.
",F
"As_IN I_PRP begin_VBP ,_, I_PRP thank_VBP President_NNP Clinton_NNP for_IN his_PRP$ service_NN to_TO our_PRP$ Nation_NNP ,_, and_CC I_PRP thank_VBP Vice_NNP President_NNP Gore_NNP for_IN a_DT contest_NN conducted_VBN with_IN spirit_NN and_CC ended_VBN with_IN grace_NN ._.
","I_PRP am_VBP honored_VBN and_CC humbled_VBN to_TO stand_VB here_RB where_WRB so_RB many_JJ of_IN America_NNP 's_POS leaders_NNS have_VBP come_VBN before_IN me_PRP ,_, and_CC so_RB many_JJ will_MD follow_VB ._.
",F
"I_PRP am_VBP honored_VBN and_CC humbled_VBN to_TO stand_VB here_RB where_WRB so_RB many_JJ of_IN America_NNP 's_POS leaders_NNS have_VBP come_VBN before_IN me_PRP ,_, and_CC so_RB many_JJ will_MD follow_VB ._.
","We_PRP have_VBP a_DT place_NN ,_, all_DT of_IN us_PRP ,_, in_IN a_DT long_JJ story_NN ,_, a_DT story_NN we_PRP continue_VBP but_CC whose_WP$ end_NN we_PRP will_MD not_RB see_VB ._.
",F
"We_PRP have_VBP a_DT place_NN ,_, all_DT of_IN us_PRP ,_, in_IN a_DT long_JJ story_NN ,_, a_DT story_NN we_PRP continue_VBP but_CC whose_WP$ end_NN we_PRP will_MD not_RB see_VB ._.
","It_PRP is_VBZ a_DT story_NN of_IN a_DT new_JJ world_NN that_WDT became_VBD a_DT friend_NN and_CC liberator_NN of_IN the_DT old_JJ ,_, the_DT story_NN of_IN a_DT slaveholding_JJ society_NN that_WDT became_VBD a_DT servant_NN of_IN freedom_NN ,_, the_DT story_NN of_IN a_DT power_NN that_WDT went_VBD into_IN the_DT world_NN to_TO protect_VB but_CC not_RB possess_VB ,_, to_TO defend_VB but_CC not_RB to_TO conquer_VB ._.
",T
"It_PRP is_VBZ a_DT story_NN of_IN a_DT new_JJ world_NN that_WDT became_VBD a_DT friend_NN and_CC liberator_NN of_IN the_DT old_JJ ,_, the_DT story_NN of_IN a_DT slaveholding_JJ society_NN that_WDT became_VBD a_DT servant_NN of_IN freedom_NN ,_, the_DT story_NN of_IN a_DT power_NN that_WDT went_VBD into_IN the_DT world_NN to_TO protect_VB but_CC not_RB possess_VB ,_, to_TO defend_VB but_CC not_RB to_TO conquer_VB ._.
","It_PRP is_VBZ the_DT American_JJ story_NN ,_, a_DT story_NN of_IN flawed_JJ and_CC fallible_JJ people_NNS united_VBN across_IN the_DT generations_NNS by_IN grand_JJ and_CC enduring_JJ ideals_NNS ._.
",T
"It_PRP is_VBZ the_DT American_JJ story_NN ,_, a_DT story_NN of_IN flawed_JJ and_CC fallible_JJ people_NNS united_VBN across_IN the_DT generations_NNS by_IN grand_JJ and_CC enduring_JJ ideals_NNS ._.
","The_DT grandest_JJS of_IN these_DT ideals_NNS is_VBZ an_DT unfolding_VBG American_JJ promise_NN that_WDT everyone_NN belongs_VBZ ,_, that_IN everyone_NN deserves_VBZ a_DT chance_NN ,_, that_IN no_DT insignificant_JJ person_NN was_VBD ever_RB born_VBN ._.
",F
"The_DT grandest_JJS of_IN these_DT ideals_NNS is_VBZ an_DT unfolding_VBG American_JJ promise_NN that_WDT everyone_NN belongs_VBZ ,_, that_IN everyone_NN deserves_VBZ a_DT chance_NN ,_, that_IN no_DT insignificant_JJ person_NN was_VBD ever_RB born_VBN ._.
","Americans_NNPS are_VBP called_VBN to_TO enact_VB this_DT promise_NN in_IN our_PRP$ lives_NNS and_CC in_IN our_PRP$ laws_NNS ._.
",F
"Americans_NNPS are_VBP called_VBN to_TO enact_VB this_DT promise_NN in_IN our_PRP$ lives_NNS and_CC in_IN our_PRP$ laws_NNS ._.
","And_CC though_IN our_PRP$ Nation_NNP has_VBZ sometimes_RB halted_VBN and_CC sometimes_RB delayed_VBN ,_, we_PRP must_MD follow_VB no_DT other_JJ course_NN ._.
",F
"And_CC though_IN our_PRP$ Nation_NNP has_VBZ sometimes_RB halted_VBN and_CC sometimes_RB delayed_VBN ,_, we_PRP must_MD follow_VB no_DT other_JJ course_NN ._.
","Through_IN much_JJ of_IN the_DT last_JJ century_NN ,_, America_NNP 's_POS faith_NN in_IN freedom_NN and_CC democracy_NN was_VBD a_DT rock_NN in_IN a_DT raging_VBG sea_NN ._.
",F
"Through_IN much_JJ of_IN the_DT last_JJ century_NN ,_, America_NNP 's_POS faith_NN in_IN freedom_NN and_CC democracy_NN was_VBD a_DT rock_NN in_IN a_DT raging_VBG sea_NN ._.
","Now_RB it_PRP is_VBZ a_DT seed_NN upon_IN the_DT wind_NN ,_, taking_VBG root_NN in_IN many_JJ nations_NNS ._.
",F
"Now_RB it_PRP is_VBZ a_DT seed_NN upon_IN the_DT wind_NN ,_, taking_VBG root_NN in_IN many_JJ nations_NNS ._.
","Our_PRP$ democratic_JJ faith_NN is_VBZ more_JJR than_IN the_DT creed_NN of_IN our_PRP$ country_NN ._.
",F
"Our_PRP$ democratic_JJ faith_NN is_VBZ more_JJR than_IN the_DT creed_NN of_IN our_PRP$ country_NN ._.
","It_PRP is_VBZ the_DT inborn_JJ hope_NN of_IN our_PRP$ humanity_NN ,_, an_DT ideal_NN we_PRP carry_VBP but_CC do_VBP not_RB own_JJ ,_, a_DT trust_NN we_PRP bear_VBP and_CC pass_VBP along_RB ._.
",F
"It_PRP is_VBZ the_DT inborn_JJ hope_NN of_IN our_PRP$ humanity_NN ,_, an_DT ideal_NN we_PRP carry_VBP but_CC do_VBP not_RB own_JJ ,_, a_DT trust_NN we_PRP bear_VBP and_CC pass_VBP along_RB ._.
","Even_RB after_IN nearly_RB 225_CD years_NNS ,_, we_PRP have_VBP a_DT long_JJ way_NN yet_RB to_TO travel_VB ._.",F
"Even_RB after_IN nearly_RB 225_CD years_NNS ,_, we_PRP have_VBP a_DT long_JJ way_NN yet_RB to_TO travel_VB ._.","While_IN many_JJ of_IN our_PRP$ citizens_NNS prosper_VBP ,_, others_NNS doubt_VBP the_DT promise_NN ,_, even_RB the_DT justice_NN of_IN our_PRP$ own_JJ country_NN ._.
",F
"While_IN many_JJ of_IN our_PRP$ citizens_NNS prosper_VBP ,_, others_NNS doubt_VBP the_DT promise_NN ,_, even_RB the_DT justice_NN of_IN our_PRP$ own_JJ country_NN ._.
","The_DT ambitions_NNS of_IN some_DT Americans_NNS are_VBP limited_VBN by_IN failing_VBG schools_NNS and_CC hidden_VBN prejudice_NN and_CC the_DT circumstances_NNS of_IN their_PRP$ birth_NN ._.
",F
"The_DT ambitions_NNS of_IN some_DT Americans_NNS are_VBP limited_VBN by_IN failing_VBG schools_NNS and_CC hidden_VBN prejudice_NN and_CC the_DT circumstances_NNS of_IN their_PRP$ birth_NN ._.
","And_CC sometimes_RB our_PRP$ differences_NNS run_VBP so_RB deep_RB ,_, it_PRP seems_VBZ we_PRP share_VBP a_DT continent_NN but_CC not_RB a_DT country_NN ._.
",F
"And_CC sometimes_RB our_PRP$ differences_NNS run_VBP so_RB deep_RB ,_, it_PRP seems_VBZ we_PRP share_VBP a_DT continent_NN but_CC not_RB a_DT country_NN ._.
","We_PRP do_VBP not_RB accept_VB this_DT ,_, and_CC we_PRP will_MD not_RB allow_VB it_PRP ._.
",F
"We_PRP do_VBP not_RB accept_VB this_DT ,_, and_CC we_PRP will_MD not_RB allow_VB it_PRP ._.
","Our_PRP$ unity_NN ,_, our_PRP$ Union_NNP ,_, is_VBZ a_DT serious_JJ work_NN of_IN leaders_NNS and_CC citizens_NNS and_CC every_DT generation_NN ._.
",F
"Our_PRP$ unity_NN ,_, our_PRP$ Union_NNP ,_, is_VBZ a_DT serious_JJ work_NN of_IN leaders_NNS and_CC citizens_NNS and_CC every_DT generation_NN ._.
","And_CC this_DT is_VBZ my_PRP$ solemn_JJ pledge_NN :_:
",F
"And_CC this_DT is_VBZ my_PRP$ solemn_JJ pledge_NN :_:
"," I_PRP will_MD work_VB to_TO build_VB a_DT single_JJ nation_NN of_IN justice_NN and_CC opportunity_NN ._.
",F
" I_PRP will_MD work_VB to_TO build_VB a_DT single_JJ nation_NN of_IN justice_NN and_CC opportunity_NN ._.
","I_PRP know_VBP this_DT is_VBZ in_IN our_PRP$ reach_NN because_IN we_PRP are_VBP guided_VBN by_IN a_DT power_NN larger_JJR than_IN ourselves_PRP ,_, who_WP creates_VBZ us_PRP equal_JJ ,_, in_IN His_PRP$ image_NN ,_, and_CC we_PRP are_VBP confident_JJ in_IN principles_NNS that_WDT unite_VBP and_CC lead_VBP us_PRP onward_RB ._.
",F
"I_PRP know_VBP this_DT is_VBZ in_IN our_PRP$ reach_NN because_IN we_PRP are_VBP guided_VBN by_IN a_DT power_NN larger_JJR than_IN ourselves_PRP ,_, who_WP creates_VBZ us_PRP equal_JJ ,_, in_IN His_PRP$ image_NN ,_, and_CC we_PRP are_VBP confident_JJ in_IN principles_NNS that_WDT unite_VBP and_CC lead_VBP us_PRP onward_RB ._.
","America_NNP has_VBZ never_RB been_VBN united_VBN by_IN blood_NN or_CC birth_NN or_CC soil_NN ._.
",F
"America_NNP has_VBZ never_RB been_VBN united_VBN by_IN blood_NN or_CC birth_NN or_CC soil_NN ._.
","We_PRP are_VBP bound_VBN by_IN ideals_NNS that_WDT move_VBP us_PRP beyond_IN our_PRP$ backgrounds_NNS ,_, lift_VB us_PRP above_IN our_PRP$ interests_NNS ,_, and_CC teach_VB us_PRP what_WP it_PRP means_VBZ to_TO be_VB citizens_NNS ._.
",F
"We_PRP are_VBP bound_VBN by_IN ideals_NNS that_WDT move_VBP us_PRP beyond_IN our_PRP$ backgrounds_NNS ,_, lift_VB us_PRP above_IN our_PRP$ interests_NNS ,_, and_CC teach_VB us_PRP what_WP it_PRP means_VBZ to_TO be_VB citizens_NNS ._.
","Every_DT child_NN must_MD be_VB taught_VBN these_DT principles_NNS ._.
",F
"Every_DT child_NN must_MD be_VB taught_VBN these_DT principles_NNS ._.
","Every_DT citizen_NN must_MD uphold_VB them_PRP ._.
",T
"Every_DT citizen_NN must_MD uphold_VB them_PRP ._.
","And_CC every_DT immigrant_JJ ,_, by_IN embracing_VBG these_DT ideals_NNS ,_, makes_VBZ our_PRP$ country_NN more_RBR ,_, not_RB less_RBR ,_, American_NNP ._.
",F
"And_CC every_DT immigrant_JJ ,_, by_IN embracing_VBG these_DT ideals_NNS ,_, makes_VBZ our_PRP$ country_NN more_RBR ,_, not_RB less_RBR ,_, American_NNP ._.
","Today_NN we_PRP affirm_VBP a_DT new_JJ commitment_NN to_TO live_VB out_RP our_PRP$ Nation_NNP 's_POS promise_NN through_IN civility_NN ,_, courage_NN ,_, compassion_NN ,_, and_CC character_NN ._.
",F
"Today_NN we_PRP affirm_VBP a_DT new_JJ commitment_NN to_TO live_VB out_RP our_PRP$ Nation_NNP 's_POS promise_NN through_IN civility_NN ,_, courage_NN ,_, compassion_NN ,_, and_CC character_NN ._.
","America_NNP at_IN its_PRP$ best_JJS matches_VBZ a_DT commitment_NN to_TO principle_NN with_IN a_DT concern_NN for_IN civility_NN ._.
",F
"America_NNP at_IN its_PRP$ best_JJS matches_VBZ a_DT commitment_NN to_TO principle_NN with_IN a_DT concern_NN for_IN civility_NN ._.
","A_DT civil_JJ society_NN demands_NNS from_IN each_DT of_IN us_PRP good_JJ will_NN and_CC respect_NN ,_, fair_JJ dealing_NN and_CC forgiveness_NN ._.
",F
"A_DT civil_JJ society_NN demands_NNS from_IN each_DT of_IN us_PRP good_JJ will_NN and_CC respect_NN ,_, fair_JJ dealing_NN and_CC forgiveness_NN ._.
","Some_DT seem_VBP to_TO believe_VB that_IN our_PRP$ politics_NNS can_MD afford_VB to_TO be_VB petty_JJ because_IN in_IN a_DT time_NN of_IN peace_NN the_DT stakes_NNS of_IN our_PRP$ debates_NNS appear_VBP small_JJ ._.
",F
"Some_DT seem_VBP to_TO believe_VB that_IN our_PRP$ politics_NNS can_MD afford_VB to_TO be_VB petty_JJ because_IN in_IN a_DT time_NN of_IN peace_NN the_DT stakes_NNS of_IN our_PRP$ debates_NNS appear_VBP small_JJ ._.
","But_CC the_DT stakes_NNS for_IN America_NNP are_VBP never_RB small_JJ ._.
",T
"But_CC the_DT stakes_NNS for_IN America_NNP are_VBP never_RB small_JJ ._.
","If_IN our_PRP$ country_NN does_VBZ not_RB lead_VB the_DT cause_NN of_IN freedom_NN ,_, it_PRP will_MD not_RB be_VB led_VBN ._.
",F
"If_IN our_PRP$ country_NN does_VBZ not_RB lead_VB the_DT cause_NN of_IN freedom_NN ,_, it_PRP will_MD not_RB be_VB led_VBN ._.
","If_IN we_PRP do_VBP not_RB turn_VB the_DT hearts_NNS of_IN children_NNS toward_IN knowledge_NN and_CC character_NN ,_, we_PRP will_MD lose_VB their_PRP$ gifts_NNS and_CC undermine_VBP their_PRP$ idealism_NN ._.
",T
"If_IN we_PRP do_VBP not_RB turn_VB the_DT hearts_NNS of_IN children_NNS toward_IN knowledge_NN and_CC character_NN ,_, we_PRP will_MD lose_VB their_PRP$ gifts_NNS and_CC undermine_VBP their_PRP$ idealism_NN ._.
","If_IN we_PRP permit_VBP our_PRP$ economy_NN to_TO drift_VB and_CC decline_VB ,_, the_DT vulnerable_JJ will_MD suffer_VB most_JJS ._.
",T
"If_IN we_PRP permit_VBP our_PRP$ economy_NN to_TO drift_VB and_CC decline_VB ,_, the_DT vulnerable_JJ will_MD suffer_VB most_JJS ._.
","We_PRP must_MD live_VB up_RP to_TO the_DT calling_VBG we_PRP share_VBP ._.
",F
"We_PRP must_MD live_VB up_RP to_TO the_DT calling_VBG we_PRP share_VBP ._.
","Civility_NN is_VBZ not_RB a_DT tactic_NN or_CC a_DT sentiment_NN ;_:
",F
"Civility_NN is_VBZ not_RB a_DT tactic_NN or_CC a_DT sentiment_NN ;_:
"," it_PRP is_VBZ the_DT determined_VBN choice_NN of_IN trust_NN over_IN cynicism_NN ,_, of_IN community_NN over_IN chaos_NN ._.
",F
" it_PRP is_VBZ the_DT determined_VBN choice_NN of_IN trust_NN over_IN cynicism_NN ,_, of_IN community_NN over_IN chaos_NN ._.
","And_CC this_DT commitment_NN ,_, if_IN we_PRP keep_VBP it_PRP ,_, is_VBZ a_DT way_NN to_TO shared_VBN accomplishment_NN ._.
",F
"And_CC this_DT commitment_NN ,_, if_IN we_PRP keep_VBP it_PRP ,_, is_VBZ a_DT way_NN to_TO shared_VBN accomplishment_NN ._.
","America_NNP at_IN its_PRP$ best_JJS is_VBZ also_RB courageous_JJ ._.
",F
"America_NNP at_IN its_PRP$ best_JJS is_VBZ also_RB courageous_JJ ._.
","Our_PRP$ national_JJ courage_NN has_VBZ been_VBN clear_JJ in_IN times_NNS of_IN depression_NN and_CC war_NN ,_, when_WRB defeating_VBG common_JJ dangers_NNS defined_VBN our_PRP$ common_JJ good_JJ ._.
",F
"Our_PRP$ national_JJ courage_NN has_VBZ been_VBN clear_JJ in_IN times_NNS of_IN depression_NN and_CC war_NN ,_, when_WRB defeating_VBG common_JJ dangers_NNS defined_VBN our_PRP$ common_JJ good_JJ ._.
","Now_RB we_PRP must_MD choose_VB if_IN the_DT example_NN of_IN our_PRP$ fathers_NNS and_CC mothers_NNS will_MD inspire_VB us_PRP or_CC condemn_VB us_PRP ._.
",F
"Now_RB we_PRP must_MD choose_VB if_IN the_DT example_NN of_IN our_PRP$ fathers_NNS and_CC mothers_NNS will_MD inspire_VB us_PRP or_CC condemn_VB us_PRP ._.
","We_PRP must_MD show_VB courage_NN in_IN a_DT time_NN of_IN blessing_NN by_IN confronting_VBG problems_NNS instead_RB of_IN passing_VBG them_PRP on_IN to_TO future_JJ generations_NNS ._.
",T
"We_PRP must_MD show_VB courage_NN in_IN a_DT time_NN of_IN blessing_NN by_IN confronting_VBG problems_NNS instead_RB of_IN passing_VBG them_PRP on_IN to_TO future_JJ generations_NNS ._.
","Together_RB we_PRP will_MD reclaim_VB America_NNP 's_POS schools_NNS before_IN ignorance_NN and_CC apathy_NN claim_VBP more_JJR young_JJ lives_NNS ._.
",F
"Together_RB we_PRP will_MD reclaim_VB America_NNP 's_POS schools_NNS before_IN ignorance_NN and_CC apathy_NN claim_VBP more_JJR young_JJ lives_NNS ._.
","We_PRP will_MD reform_VB Social_NNP Security_NNP and_CC Medicare_NNP ,_, sparing_VBG our_PRP$ children_NNS from_IN struggles_NNS we_PRP have_VBP the_DT power_NN to_TO prevent_VB ._.
",T
"We_PRP will_MD reform_VB Social_NNP Security_NNP and_CC Medicare_NNP ,_, sparing_VBG our_PRP$ children_NNS from_IN struggles_NNS we_PRP have_VBP the_DT power_NN to_TO prevent_VB ._.
","And_CC we_PRP will_MD reduce_VB taxes_NNS to_TO recover_VB the_DT momentum_NN of_IN our_PRP$ economy_NN and_CC reward_VB the_DT effort_NN and_CC enterprise_NN of_IN working_VBG Americans_NNPS ._.
",T
"And_CC we_PRP will_MD reduce_VB taxes_NNS to_TO recover_VB the_DT momentum_NN of_IN our_PRP$ economy_NN and_CC reward_VB the_DT effort_NN and_CC enterprise_NN of_IN working_VBG Americans_NNPS ._.
","We_PRP will_MD build_VB our_PRP$ defenses_NNS beyond_IN challenge_NN ,_, lest_IN weakness_NN invite_VBP challenge_NN ._.
",T
"We_PRP will_MD build_VB our_PRP$ defenses_NNS beyond_IN challenge_NN ,_, lest_IN weakness_NN invite_VBP challenge_NN ._.
","We_PRP will_MD confront_VB weapons_NNS of_IN mass_NN destruction_NN ,_, so_RB that_IN a_DT new_JJ century_NN is_VBZ spared_VBN new_JJ horrors_NNS ._.
",T
"We_PRP will_MD confront_VB weapons_NNS of_IN mass_NN destruction_NN ,_, so_RB that_IN a_DT new_JJ century_NN is_VBZ spared_VBN new_JJ horrors_NNS ._.
","The_DT enemies_NNS of_IN liberty_NN and_CC our_PRP$ country_NN should_MD make_VB no_DT mistake_NN :_:
",F
"The_DT enemies_NNS of_IN liberty_NN and_CC our_PRP$ country_NN should_MD make_VB no_DT mistake_NN :_:
"," America_NNP remains_VBZ engaged_VBN in_IN the_DT world_NN ,_, by_IN history_NN and_CC by_IN choice_NN ,_, shaping_VBG a_DT balance_NN of_IN power_NN that_WDT favors_VBZ freedom_NN ._.
",F
" America_NNP remains_VBZ engaged_VBN in_IN the_DT world_NN ,_, by_IN history_NN and_CC by_IN choice_NN ,_, shaping_VBG a_DT balance_NN of_IN power_NN that_WDT favors_VBZ freedom_NN ._.
","We_PRP will_MD defend_VB our_PRP$ allies_NNS and_CC our_PRP$ interests_NNS ._.
",F
"We_PRP will_MD defend_VB our_PRP$ allies_NNS and_CC our_PRP$ interests_NNS ._.
","We_PRP will_MD show_VB purpose_NN without_IN arrogance_NN ._.
",T
"We_PRP will_MD show_VB purpose_NN without_IN arrogance_NN ._.
","We_PRP will_MD meet_VB aggression_NN and_CC bad_JJ faith_NN with_IN resolve_NN and_CC strength_NN ._.
",T
"We_PRP will_MD meet_VB aggression_NN and_CC bad_JJ faith_NN with_IN resolve_NN and_CC strength_NN ._.
","And_CC to_TO all_DT nations_NNS ,_, we_PRP will_MD speak_VB for_IN the_DT values_NNS that_WDT gave_VBD our_PRP$ Nation_NN birth_NN ._.
",T
"And_CC to_TO all_DT nations_NNS ,_, we_PRP will_MD speak_VB for_IN the_DT values_NNS that_WDT gave_VBD our_PRP$ Nation_NN birth_NN ._.
","America_NNP at_IN its_PRP$ best_JJS is_VBZ compassionate_JJ ._.
",F
"America_NNP at_IN its_PRP$ best_JJS is_VBZ compassionate_JJ ._.
","In_IN the_DT quiet_NN of_IN American_JJ conscience_NN ,_, we_PRP know_VBP that_IN deep_JJ ,_, persistent_JJ poverty_NN is_VBZ unworthy_JJ of_IN our_PRP$ Nation_NNP 's_POS promise_NN ._.
",F
"In_IN the_DT quiet_NN of_IN American_JJ conscience_NN ,_, we_PRP know_VBP that_IN deep_JJ ,_, persistent_JJ poverty_NN is_VBZ unworthy_JJ of_IN our_PRP$ Nation_NNP 's_POS promise_NN ._.
","And_CC whatever_WDT our_PRP$ views_NNS of_IN its_PRP$ cause_NN ,_, we_PRP can_MD agree_VB that_DT children_NNS at_IN risk_NN are_VBP not_RB at_IN fault_NN ._.
",F
"And_CC whatever_WDT our_PRP$ views_NNS of_IN its_PRP$ cause_NN ,_, we_PRP can_MD agree_VB that_DT children_NNS at_IN risk_NN are_VBP not_RB at_IN fault_NN ._.
","Abandonment_NN and_CC abuse_NN are_VBP not_RB acts_NNS of_IN God_NNP ;_:
",F
"Abandonment_NN and_CC abuse_NN are_VBP not_RB acts_NNS of_IN God_NNP ;_:
"," they_PRP are_VBP failures_NNS of_IN love_NN ._.
",T
" they_PRP are_VBP failures_NNS of_IN love_NN ._.
","And_CC the_DT proliferation_NN of_IN prisons_NNS ,_, however_RB necessary_JJ ,_, is_VBZ no_DT substitute_NN for_IN hope_NN and_CC order_NN in_IN our_PRP$ souls_NNS ._.
",F
"And_CC the_DT proliferation_NN of_IN prisons_NNS ,_, however_RB necessary_JJ ,_, is_VBZ no_DT substitute_NN for_IN hope_NN and_CC order_NN in_IN our_PRP$ souls_NNS ._.
","Where_WRB there_EX is_VBZ suffering_NN ,_, there_EX is_VBZ duty_NN ._.
",F
"Where_WRB there_EX is_VBZ suffering_NN ,_, there_EX is_VBZ duty_NN ._.
","Americans_NNPS in_IN need_NN are_VBP not_RB strangers_NNS ;_:
",F
"Americans_NNPS in_IN need_NN are_VBP not_RB strangers_NNS ;_:
"," they_PRP are_VBP citizens—not_JJ problems_NNS but_CC priorities_NNS ._.
",F
" they_PRP are_VBP citizens—not_JJ problems_NNS but_CC priorities_NNS ._.
","And_CC all_DT of_IN us_PRP are_VBP diminished_VBN when_WRB any_DT are_VBP hopeless_JJ ._.
",F
"And_CC all_DT of_IN us_PRP are_VBP diminished_VBN when_WRB any_DT are_VBP hopeless_JJ ._.
","Government_NNP has_VBZ great_JJ responsibilities_NNS for_IN public_JJ safety_NN and_CC public_JJ health_NN ,_, for_IN civil_JJ rights_NNS and_CC common_JJ schools_NNS ._.
",F
"Government_NNP has_VBZ great_JJ responsibilities_NNS for_IN public_JJ safety_NN and_CC public_JJ health_NN ,_, for_IN civil_JJ rights_NNS and_CC common_JJ schools_NNS ._.
","Yet_CC ,_, compassion_NN is_VBZ the_DT work_NN of_IN a_DT nation_NN ,_, not_RB just_RB a_DT government_NN ._.
",F
